Dataset_Task_ID,Name,Ref,N,d,C,perc_cat,Subset,Metric,Setting,Model,Score,BestScore,improvability
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned,Linear,0.658,0.671,1.3000000000000012
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned + Ens.,Linear,0.659,0.673,1.4000000000000012
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Default,Linear,0.704,0.744,4.0000000000000036
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned,Linear,0.722,0.744,2.200000000000002
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,Linear,0.722,0.744,2.200000000000002
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Default,Linear,0.819,0.822,0.30000000000000027
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned,Linear,0.819,0.82,0.10000000000000009
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned + Ens.,Linear,0.819,0.819,0.0
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Default,Linear,8.564,7.379,13.836992059785153
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned,Linear,8.34,7.367,11.666666666666666
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned + Ens.,Linear,8.277,7.362,11.05472997462848
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Default,Linear,0.841,0.866,2.500000000000002
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned,Linear,0.841,0.867,2.6000000000000023
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned + Ens.,Linear,0.841,0.867,2.6000000000000023
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Default,Linear,0.796,0.805,0.9000000000000008
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned,Linear,0.798,0.804,0.6000000000000005
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned + Ens.,Linear,0.797,0.805,0.8000000000000007
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Default,Linear,0.738,0.751,1.3000000000000012
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned,Linear,0.735,0.745,1.0000000000000009
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned + Ens.,Linear,0.738,0.748,1.0000000000000009
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Default,Linear,0.589,0.432,26.655348047538197
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned,Linear,0.469,0.431,8.102345415778247
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned + Ens.,Linear,0.468,0.43,8.119658119658126
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Default,Linear,0.906,0.915,0.9000000000000008
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned,Linear,0.905,0.916,1.100000000000001
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned + Ens.,Linear,0.905,0.919,1.4000000000000012
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Default,Linear,0.981,0.987,0.6000000000000005
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned,Linear,0.981,0.986,0.5000000000000004
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned + Ens.,Linear,0.981,0.987,0.6000000000000005
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Default,Linear,1.02,0.761,25.392156862745097
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned,Linear,0.94,0.744,20.85106382978723
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned + Ens.,Linear,0.938,0.734,21.74840085287846
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Default,Linear,0.95,0.859,9.57894736842105
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned,Linear,0.949,0.873,8.00842992623814
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned + Ens.,Linear,0.95,0.86,9.473684210526313
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Default,Linear,0.146,0.074,49.31506849315068
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned,Linear,0.145,0.073,49.6551724137931
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned + Ens.,Linear,0.135,0.067,50.37037037037037
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Default,Linear,5.344,1.119,79.06062874251496
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned,Linear,4.752,1.112,76.5993265993266
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned + Ens.,Linear,4.732,1.074,77.30346576500423
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Default,Linear,0.09,0.016,82.22222222222221
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned,Linear,0.046,0.022,52.17391304347826
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned + Ens.,Linear,0.037,0.019,48.648648648648646
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Default,Linear,0.748,0.766,1.8000000000000016
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned,Linear,0.748,0.766,1.8000000000000016
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned + Ens.,Linear,0.748,0.766,1.8000000000000016
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Default,Linear,0.731,0.756,2.500000000000002
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned,Linear,0.749,0.754,0.5000000000000004
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned + Ens.,Linear,0.754,0.756,0.20000000000000018
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Default,Linear,0.777,0.928,15.100000000000001
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned,Linear,0.825,0.932,10.70000000000001
46915 (363623),churn,[87],5000,20,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,Linear,0.825,0.931,10.600000000000009
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Default,Linear,0.737,0.761,2.400000000000002
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned,Linear,0.739,0.773,3.400000000000003
46916 (363624),coil2000_insurance_policies,[93],9822,86,2.0,4.65,✓| ✓,AUC,Tuned + Ens.,Linear,0.74,0.773,3.300000000000003
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Default,Linear,8.228,4.214,48.78463782207097
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned,Linear,8.16,4.171,48.884803921568626
46917 (363625),concrete_compressive_strength,[71],1030,9,,0.0,✓| ✗,rmse,Tuned + Ens.,Linear,8.153,4.118,49.49098491352876
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Default,Linear,0.781,0.793,1.200000000000001
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned,Linear,0.787,0.795,0.8000000000000007
46918 (363626),credit-g,[69],1000,21,2.0,66.67,✓| ✓,AUC,Tuned + Ens.,Linear,0.787,0.796,0.9000000000000008
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Default,Linear,0.745,0.788,4.300000000000004
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned,Linear,0.745,0.788,4.300000000000004
46919 (363627),credit_card_clients_default,[104],30000,24,2.0,16.67,✗| ✓,AUC,Tuned + Ens.,Linear,0.745,0.788,4.300000000000004
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Default,Linear,0.964,0.995,3.1000000000000028
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned,Linear,0.964,0.995,3.1000000000000028
46920 (363628),customer_satisfaction_in_airline,[115],129880,22,2.0,77.27,✗| ✓,AUC,Tuned + Ens.,Linear,0.965,0.996,3.1000000000000028
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Default,Linear,0.832,0.844,1.200000000000001
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned,Linear,0.83,0.842,1.200000000000001
46921 (363629),diabetes,[66],768,9,2.0,11.11,✓| ✓,AUC,Tuned + Ens.,Linear,0.831,0.84,0.9000000000000008
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Default,Linear,1652.8,520.7,68.49588576960309
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned,Linear,1139.6,520.7,54.308529308529295
46923 (363631),diamonds,[111],53940,10,,30.0,✗| ✗,rmse,Tuned + Ens.,Linear,1140.3,510.3,55.24861878453039
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Default,Linear,0.948,0.992,4.400000000000004
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned,Linear,0.952,0.989,3.7000000000000033
46930 (363674),hazelnut-spread-contaminant-detection,[81],2400,31,2.0,3.23,✓| ✓,AUC,Tuned + Ens.,Linear,0.953,0.989,3.600000000000003
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Default,Linear,6083.4,4508.4,25.890127231482396
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned,Linear,6085.5,4499.7,26.058664037466112
46931 (363675),healthcare_insurance_expenses,[73],1338,7,,42.86,✓| ✗,rmse,Tuned + Ens.,Linear,6084.5,4490.4,26.199359027035918
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Default,Linear,0.786,0.801,1.5000000000000013
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned,Linear,0.786,0.801,1.5000000000000013
46932 (363676),heloc,[95],10459,24,2.0,4.17,✓| ✓,AUC,Tuned + Ens.,Linear,0.786,0.801,1.5000000000000013
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Default,Linear,0.448,0.174,61.16071428571429
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned,Linear,0.335,0.174,48.05970149253732
46933 (363677),hiva_agnostic,[85],3845,1618,3.0,100.0,✗| ✗,logloss,Tuned + Ens.,Linear,0.335,0.174,48.05970149253732
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Default,Linear,0.325,0.204,37.23076923076924
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned,Linear,0.325,0.203,37.53846153846154
46934 (363678),houses,[102],20640,9,,0.0,✗| ✗,rmse,Tuned + Ens.,Linear,0.323,0.199,38.39009287925697
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Default,Linear,0.735,0.848,11.299999999999999
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned,Linear,0.735,0.851,11.6
46937 (363681),in_vehicle_coupon_recommendation,[99],12684,25,2.0,88.0,✓| ✓,AUC,Tuned + Ens.,Linear,0.735,0.852,11.7
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Default,Linear,0.724,0.776,5.200000000000005
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned,Linear,0.723,0.761,3.8000000000000034
46979 (363712),jm1,[96],10885,22,2.0,4.55,✓| ✓,AUC,Tuned + Ens.,Linear,0.724,0.773,4.900000000000004
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Default,Linear,0.797,0.846,4.899999999999993
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned,Linear,0.82,0.845,2.500000000000002
46939 (363683),kddcup09_appetency,[110],50000,213,2.0,18.31,✗| ✓,AUC,Tuned + Ens.,Linear,0.821,0.846,2.500000000000002
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Default,Linear,0.796,0.405,49.120603015075375
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned,Linear,0.793,0.439,44.640605296343004
46941 (363685),maternal_health_risk,[70],1014,7,3.0,14.29,✓| ✓,logloss,Tuned + Ens.,Linear,0.784,0.428,45.40816326530612
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Default,Linear,19126.0,7985.0,58.25054899090244
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned,Linear,17557.0,7829.0,55.40809933359914
46942 (363686),miami_housing,[100],13776,16,,6.25,✓| ✗,rmse,Tuned + Ens.,Linear,17556.0,7711.0,56.07769423558897
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Default,Linear,0.913,0.937,2.400000000000002
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned,Linear,0.913,0.937,2.400000000000002
46947 (363691),online_shoppers_intention,[98],12330,18,2.0,44.44,✓| ✓,AUC,Tuned + Ens.,Linear,0.918,0.937,1.9000000000000017
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Default,Linear,5.194,2.912,43.93530997304582
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned,Linear,5.188,3.056,41.094834232845024
46949 (363693),physiochemical_protein,[109],45730,10,,0.0,✗| ✗,rmse,Tuned + Ens.,Linear,5.142,2.985,41.948658109684956
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Default,Linear,0.867,0.974,10.7
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned,Linear,0.887,0.979,9.199999999999998
46950 (363694),polish_companies_bankruptcy,[89],5910,65,2.0,1.54,✓| ✓,AUC,Tuned + Ens.,Linear,0.896,0.981,8.499999999999996
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Default,Linear,0.91,0.938,2.7999999999999914
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned,Linear,0.923,0.934,1.100000000000001
46952 (363696),qsar-biodeg,[72],1054,42,2.0,14.29,✓| ✓,AUC,Tuned + Ens.,Linear,0.923,0.936,1.3000000000000012
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Default,Linear,0.759,0.783,2.400000000000002
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned,Linear,0.761,0.772,1.100000000000001
46956 (363700),seismic-bumps,[82],2584,16,2.0,25.0,✓| ✓,AUC,Tuned + Ens.,Linear,0.763,0.771,0.8000000000000007
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Default,Linear,0.167,0.107,35.92814371257486
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned,Linear,0.148,0.103,30.405405405405407
46958 (363702),splice,[83],3190,61,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,Linear,0.148,0.099,33.108108108108105
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Default,Linear,0.571,0.534,6.479859894921177
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned,Linear,0.562,0.529,5.871886120996446
46960 (363704),students_dropout_and_academic_success,[86],4424,37,3.0,48.65,✓| ✓,logloss,Tuned + Ens.,Linear,0.561,0.527,6.060606060606066
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Default,Linear,17.43,9.08,47.905909351692486
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned,Linear,17.42,9.28,46.72789896670494
46961 (363705),superconductivity,[103],21263,82,,0.0,✗| ✗,rmse,Tuned + Ens.,Linear,17.26,9.22,46.581691772885286
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Default,Linear,0.936,0.944,0.7999999999999896
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned,Linear,0.938,0.944,0.6000000000000005
46962 (363706),taiwanese_bankruptcy_prediction,[91],6819,95,2.0,1.05,✓| ✓,AUC,Tuned + Ens.,Linear,0.938,0.946,0.8000000000000007
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Default,Linear,0.36,0.228,36.666666666666664
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned,Linear,0.359,0.223,37.88300835654596
46963 (363707),website_phishing,[74],1353,10,3.0,100.0,✓| ✓,logloss,Tuned + Ens.,Linear,0.358,0.222,37.988826815642454
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Default,Linear,0.731,0.59,19.288645690834475
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned,Linear,0.731,0.605,17.236662106703147
46964 (363708),wine_quality,[90],6497,13,,7.69,✓| ✗,rmse,Tuned + Ens.,Linear,0.73,0.599,17.945205479452056
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Default,KNN,0.96,0.993,3.300000000000003
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned,KNN,0.985,0.992,0.7000000000000006
46908 (363616),APSFailure,[113],76000,171,2.0,0.58,✗| ✓,AUC,Tuned + Ens.,KNN,0.99,0.993,0.30000000000000027
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Default,KNN,0.75,0.882,13.200000000000001
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned,KNN,0.817,0.883,6.600000000000006
46905 (363613),Amazon_employee_access,[105],32769,10,2.0,100.0,✗| ✓,AUC,Tuned + Ens.,KNN,0.852,0.883,3.1000000000000028
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Default,KNN,823.7,724.0,12.103921330581526
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned,KNN,801.5,733.2,8.521522145976288
46907 (363615),Another-Dataset-on-used-Fiat-500,[77],1538,8,,12.5,✓| ✗,rmse,Tuned + Ens.,KNN,782.2,726.6,7.108156481718233
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Default,KNN,0.814,0.872,5.800000000000005
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned,KNN,0.827,0.874,4.700000000000005
46911 (363619),Bank_Customer_Churn,[94],10000,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,KNN,0.839,0.874,3.500000000000003
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Default,KNN,0.818,0.873,5.500000000000005
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned,KNN,0.837,0.875,3.8000000000000034
46912 (363620),Bioresponse,[84],3751,1777,2.0,0.06,✗| ✗,AUC,Tuned + Ens.,KNN,0.846,0.878,3.200000000000003
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Default,KNN,0.542,0.671,12.9
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned,KNN,0.633,0.671,3.8000000000000034
46922 (363630),Diabetes130US,[112],71518,48,2.0,83.33,✗| ✓,AUC,Tuned + Ens.,KNN,0.651,0.673,2.200000000000002
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Default,KNN,0.703,0.744,4.100000000000003
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned,KNN,0.736,0.744,0.8000000000000007
46924 (363632),E-CommereShippingData,[97],10999,11,2.0,45.45,✓| ✓,AUC,Tuned + Ens.,KNN,0.733,0.744,1.100000000000001
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Default,KNN,0.722,0.822,9.999999999999998
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned,KNN,0.786,0.82,3.399999999999992
46927 (363671),Fitness_Club,[75],1500,7,2.0,57.14,✓| ✓,AUC,Tuned + Ens.,KNN,0.798,0.819,2.0999999999999908
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Default,KNN,8.563,7.379,13.826929814317424
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned,KNN,8.042,7.367,8.393434469037551
46928 (363672),Food_Delivery_Time,[108],45451,10,,30.0,✗| ✗,rmse,Tuned + Ens.,KNN,7.909,7.362,6.9161714502465514
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Default,KNN,0.747,0.866,11.899999999999999
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned,KNN,0.858,0.867,0.9000000000000008
46929 (363673),GiveMeSomeCredit,[116],150000,11,2.0,9.09,✗| ✓,AUC,Tuned + Ens.,KNN,0.859,0.867,0.8000000000000007
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Default,KNN,0.745,0.805,6.000000000000005
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned,KNN,0.789,0.804,1.5000000000000013
46935 (363679),HR_Analytics_Job_Change,[101],19158,13,2.0,76.92,✗| ✓,AUC,Tuned + Ens.,KNN,0.798,0.805,0.7000000000000006
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Default,KNN,0.652,0.751,9.899999999999999
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned,KNN,0.741,0.745,0.40000000000000036
46938 (363682),Is-this-a-good-customer,[79],1723,14,2.0,64.29,✓| ✓,AUC,Tuned + Ens.,KNN,0.73,0.748,1.8000000000000016
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Default,KNN,1.477,0.432,70.75152335815844
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned,KNN,0.657,0.431,34.398782343987826
46980 (363711),MIC,[78],1699,112,8.0,84.82,✓| ✓,logloss,Tuned + Ens.,KNN,0.583,0.43,26.243567753001713
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Default,KNN,0.834,0.915,8.100000000000007
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned,KNN,0.854,0.916,6.2000000000000055
46940 (363684),Marketing_Campaign,[80],2240,26,2.0,34.62,✓| ✓,AUC,Tuned + Ens.,KNN,0.875,0.919,4.400000000000004
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Default,KNN,0.948,0.987,3.9000000000000035
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned,KNN,0.978,0.986,0.8000000000000007
46969 (363689),NATICUSdroid,[92],7491,87,2.0,100.0,✓| ✓,AUC,Tuned + Ens.,KNN,0.98,0.987,0.7000000000000006
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Default,KNN,1.003,0.761,24.12761714855433
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned,KNN,0.888,0.744,16.216216216216218
46953 (363697),QSAR-TID-11,[88],5742,1025,,0.0,✗| ✗,rmse,Tuned + Ens.,KNN,0.859,0.734,14.551804423748546
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Default,KNN,0.896,0.859,4.129464285714289
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned,KNN,0.89,0.873,1.9101123595505636
46954 (363698),QSAR_fish_toxicity,[68],907,7,,0.0,✓| ✗,rmse,Tuned + Ens.,KNN,0.88,0.86,2.2727272727272747
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Default,KNN,0.38,0.074,80.52631578947368
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned,KNN,0.224,0.073,67.41071428571429
46955 (363699),SDSS17,[114],78053,12,3.0,25.0,✗| ✓,logloss,Tuned + Ens.,KNN,0.153,0.067,56.209150326797385
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Default,KNN,3.369,1.119,66.7853962600178
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned,KNN,2.599,1.112,57.2143131973836
46904 (363612),airfoil_self_noise,[76],1503,6,,16.67,✓| ✗,rmse,Tuned + Ens.,KNN,2.221,1.074,51.64340387212967
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Default,KNN,0.151,0.016,89.40397350993379
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned,KNN,0.08,0.022,72.5
46906 (363614),anneal,[67],898,39,5.0,84.62,✓| ✓,logloss,Tuned + Ens.,KNN,0.062,0.019,69.35483870967741
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Default,KNN,0.712,0.766,5.400000000000005
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned,KNN,0.749,0.766,1.7000000000000015
46910 (363618),bank-marketing,[106 | 107],45211,14,2.0,57.14,✗| ✓,AUC,Tuned + Ens.,KNN,0.756,0.766,1.0000000000000009
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Default,KNN,0.688,0.756,6.800000000000006
46913 (363621),blood-transfusion-service-center,[65],748,5,2.0,20.0,✓| ✓,AUC,Tuned,KNN,0.727,0.754,2.7000000000000024
